"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","RUB","Russian Ruble","6","Millions",,,46308541.19,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","RUB","Russian Ruble","6","Millions",,,55967226.76,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","RUB","Russian Ruble","6","Millions",,,62176494.98,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","RUB","Russian Ruble","6","Millions",,,66190119.92,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","RUB","Russian Ruble","6","Millions",,,71406399.2,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","ISK","Iceland Krona","6","Millions",,,380100.3947,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","ISK","Iceland Krona","6","Millions",,,410976.3983,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","ISK","Iceland Krona","6","Millions",,,410807.9801,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","ISK","Iceland Krona","6","Millions",,,423827.9531,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","ISK","Iceland Krona","6","Millions",,,450555.3367,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","ISK","Iceland Krona","6","Millions",,,464602.0666,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","ISK","Iceland Krona","6","Millions",,,498879.6827,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","ISK","Iceland Krona","6","Millions",,,538598,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","ISK","Iceland Krona","6","Millions",,,600899,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","ISK","Iceland Krona","6","Millions",,,645823,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","ISK","Iceland Krona","6","Millions",,,701627,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","ISK","Iceland Krona","6","Millions",,,791688,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","ISK","Iceland Krona","6","Millions",,,839786,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","ISK","Iceland Krona","6","Millions",,,866583,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","ISK","Iceland Krona","6","Millions",,,961938,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","ISK","Iceland Krona","6","Millions",,,1054900,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","ISK","Iceland Krona","6","Millions",,,1195958,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","ISK","Iceland Krona","6","Millions",,,1363977,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","ISK","Iceland Krona","6","Millions",,,1541784,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","ISK","Iceland Krona","6","Millions",,,1589405,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","ISK","Iceland Krona","6","Millions",,,1618101,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","ISK","Iceland Krona","6","Millions",,,1700507,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","ISK","Iceland Krona","6","Millions",,,1775490,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","ISK","Iceland Krona","6","Millions",,,1878700,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","ISK","Iceland Krona","6","Millions",,,1989260,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","ISK","Iceland Krona","6","Millions",,,2189652,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","HUF","Forint","6","Millions","2005","2005",15615711.7767,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","HUF","Forint","6","Millions","2005","2005",15137218.2056,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","HUF","Forint","6","Millions","2005","2005",15050011.4023,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","HUF","Forint","6","Millions","2005","2005",15493558.4991,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","HUF","Forint","6","Millions","2005","2005",15724339,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","HUF","Forint","6","Millions","2005","2005",15725217,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","HUF","Forint","6","Millions","2005","2005",16245071,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","HUF","Forint","6","Millions","2005","2005",16930440,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","HUF","Forint","6","Millions","2005","2005",17473052,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","HUF","Forint","6","Millions","2005","2005",18207328,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","HUF","Forint","6","Millions","2005","2005",18894491,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","HUF","Forint","6","Millions","2005","2005",19745322,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","HUF","Forint","6","Millions","2005","2005",20501123,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","HUF","Forint","6","Millions","2005","2005",21527284,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","HUF","Forint","6","Millions","2005","2005",22470802,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","HUF","Forint","6","Millions","2005","2005",23337219,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","HUF","Forint","6","Millions","2005","2005",23441851,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","HUF","Forint","6","Millions","2005","2005",23650297,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","HUF","Forint","6","Millions","2005","2005",22097978,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","HUF","Forint","6","Millions","2005","2005",22247603,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","HUF","Forint","6","Millions","2005","2005",22634583,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","HUF","Forint","6","Millions","2005","2005",22271861,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","HUF","Forint","6","Millions","2005","2005",22743389,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","HUF","Forint","6","Millions","2005","2005",23663887,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","HUF","Forint","6","Millions","2005","2005",24408846,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","RUB","Russian Ruble","6","Millions","2008","2008",22919500.9783,"E","Estimated value"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","RUB","Russian Ruble","6","Millions","2008","2008",22092618.9276,"E","Estimated value"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","RUB","Russian Ruble","6","Millions","2008","2008",22397750.0935,"E","Estimated value"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","RUB","Russian Ruble","6","Millions","2008","2008",21200620.678,"E","Estimated value"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","RUB","Russian Ruble","6","Millions","2008","2008",22547093.4327,"E","Estimated value"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","RUB","Russian Ruble","6","Millions","2008","2008",24812097.101,"E","Estimated value"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","RUB","Russian Ruble","6","Millions","2008","2008",26075310.4392,"E","Estimated value"
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","RUB","Russian Ruble","6","Millions","2008","2008",27312266.5,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","RUB","Russian Ruble","6","Millions","2008","2008",29304929.71,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","RUB","Russian Ruble","6","Millions","2008","2008",31407836.57,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","RUB","Russian Ruble","6","Millions","2008","2008",33410458.97,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","RUB","Russian Ruble","6","Millions","2008","2008",36134558.02,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","RUB","Russian Ruble","6","Millions","2008","2008",39218671.53,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","RUB","Russian Ruble","6","Millions","2008","2008",41276849.19,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","RUB","Russian Ruble","6","Millions","2008","2008",38048634.27,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","RUB","Russian Ruble","6","Millions","2008","2008",39762240.36,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","RUB","Russian Ruble","6","Millions","2008","2008",41457772.5,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","RUB","Russian Ruble","6","Millions","2008","2008",42869636.34,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","RUB","Russian Ruble","6","Millions","2008","2008",43444431.4,,
"RUS","Russia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","RUB","Russian Ruble","6","Millions","2008","2008",43722686.8,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","EUR","Euro","6","Millions","2010","2010",30744.7631,"E","Estimated value"
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","EUR","Euro","6","Millions","2010","2010",31329.3216,"E","Estimated value"
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","EUR","Euro","6","Millions","2010","2010",33273.4722,"E","Estimated value"
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","EUR","Euro","6","Millions","2010","2010",35217.806,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","EUR","Euro","6","Millions","2010","2010",37597.525,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","EUR","Euro","6","Millions","2010","2010",39878.771,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","EUR","Euro","6","Millions","2010","2010",41478.633,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2010","2010",41393.573,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2010","2010",41894.507,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2010","2010",43283.925,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2010","2010",45241.567,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2010","2010",47693.079,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2010","2010",50201.18,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2010","2010",53590.242,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2010","2010",58120.165,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2010","2010",64396.897,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2010","2010",68022.3,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2010","2010",64333.762,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2010","2010",67577.288,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2010","2010",69482.359,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2010","2010",70633.785,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2010","2010",71686.685,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2010","2010",73529.644,,
"SVK","Slovak Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2010","2010",76346.627,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","IDR","Rupiah","6","Millions","2010","2010",3407736006.1499,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","IDR","Rupiah","6","Millions","2010","2010",3664678238.1108,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","IDR","Rupiah","6","Millions","2010","2010",3965920142.238,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","IDR","Rupiah","6","Millions","2010","2010",4275975480.093,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","IDR","Rupiah","6","Millions","2010","2010",4476942229.3952,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","IDR","Rupiah","6","Millions","2010","2010",3889265279.141,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","IDR","Rupiah","6","Millions","2010","2010",3920035312.6865,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","IDR","Rupiah","6","Millions","2010","2010",4112902672.4286,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","IDR","Rupiah","6","Millions","2010","2010",4262754901.3052,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","IDR","Rupiah","6","Millions","2010","2010",4454556509.062,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","IDR","Rupiah","6","Millions","2010","2010",4667500752.9288,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","IDR","Rupiah","6","Millions","2010","2010",4902316832.1914,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","IDR","Rupiah","6","Millions","2010","2010",5181384713.4038,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","IDR","Rupiah","6","Millions","2010","2010",5466410188.294,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","IDR","Rupiah","6","Millions","2010","2010",5813255130.7195,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","IDR","Rupiah","6","Millions","2010","2010",6162847000,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","IDR","Rupiah","6","Millions","2010","2010",6452609800,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","IDR","Rupiah","6","Millions","2010","2010",6864133100,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","IDR","Rupiah","6","Millions","2010","2010",7287635300,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","IDR","Rupiah","6","Millions","2010","2010",7727083400,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","IDR","Rupiah","6","Millions","2010","2010",8158193700,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","IDR","Rupiah","6","Millions","2010","2010",8568115600,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","ILS","New Israeli Sheqel","6","Millions","2010","2010",498708.2067,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","ILS","New Israeli Sheqel","6","Millions","2010","2010",528427.7771,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","ILS","New Israeli Sheqel","6","Millions","2010","2010",549438.322,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","ILS","New Israeli Sheqel","6","Millions","2010","2010",572644.7142,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","ILS","New Israeli Sheqel","6","Millions","2010","2010",594272.6111,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","ILS","New Israeli Sheqel","6","Millions","2010","2010",644233.0996,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","ILS","New Israeli Sheqel","6","Millions","2010","2010",645569.8135,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","ILS","New Israeli Sheqel","6","Millions","2010","2010",645650.7743,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","ILS","New Israeli Sheqel","6","Millions","2010","2010",652133.62,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","ILS","New Israeli Sheqel","6","Millions","2010","2010",683958.2444,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","ILS","New Israeli Sheqel","6","Millions","2010","2010",713521.8215,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","ILS","New Israeli Sheqel","6","Millions","2010","2010",753638.9582,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","ILS","New Israeli Sheqel","6","Millions","2010","2010",798640.4092,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","ILS","New Israeli Sheqel","6","Millions","2010","2010",820958.0966,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","ILS","New Israeli Sheqel","6","Millions","2010","2010",831517.6014,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","ILS","New Israeli Sheqel","6","Millions","2010","2010",876134.3981,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","ILS","New Israeli Sheqel","6","Millions","2010","2010",919209.0669,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","ILS","New Israeli Sheqel","6","Millions","2010","2010",945995.7145,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","ILS","New Israeli Sheqel","6","Millions","2010","2010",977448.3086,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","ILS","New Israeli Sheqel","6","Millions","2010","2010",1003602.4704,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,10928.2905,"E","Estimated value"
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,12089.3776,"E","Estimated value"
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,12768.3877,"E","Estimated value"
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,14099.4044,"E","Estimated value"
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,15156.6687,"E","Estimated value"
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,15732.269,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,16686.171,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,17465.152,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,18189.109,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,20838.287,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,22881.315,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,23525.7,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,24767.7,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,25877.3,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,27660.5,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,29733.5,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,33409.3,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,36766.1,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,37647.4,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,36268.2,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,39525.5,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,42226.9,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,43574.1,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,46541.1,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,48897.5,,
"LUX","Luxembourg","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,52112.5,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","CNY","Yuan Renminbi","6","Millions","2010","2010",5612139.4699,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","CNY","Yuan Renminbi","6","Millions","2010","2010",6133348.0571,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","CNY","Yuan Renminbi","6","Millions","2010","2010",7008336.3886,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","CNY","Yuan Renminbi","6","Millions","2010","2010",7985079.3681,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","CNY","Yuan Renminbi","6","Millions","2010","2010",9030784.7362,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","CNY","Yuan Renminbi","6","Millions","2010","2010",10022354.4802,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","CNY","Yuan Renminbi","6","Millions","2010","2010",11016973.2758,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","CNY","Yuan Renminbi","6","Millions","2010","2010",12033772.4326,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","CNY","Yuan Renminbi","6","Millions","2010","2010",12978201.4349,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","CNY","Yuan Renminbi","6","Millions","2010","2010",13967439.5514,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","CNY","Yuan Renminbi","6","Millions","2010","2010",15145031.3772,"E","Estimated value"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","CNY","Yuan Renminbi","6","Millions","2010","2010",16309772.3176,"E","Estimated value"
