"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2010","2010",149658,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2010","2010",158091,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2010","2010",162171,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2010","2010",164896,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2010","2010",168184,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2010","2010",174787,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2010","2010",179646,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2010","2010",186931,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2010","2010",196623,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2010","2010",198040,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2010","2010",181664,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2010","2010",187100,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2010","2010",191910,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2010","2010",189173,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2010","2010",187739,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2010","2010",186409,,
"FIN","Finland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2010","2010",186801,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,1058627,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,1097112,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,1136841,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,1148404,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,1186345,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,1224967,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,1258950,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,1299739,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,1358776,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,1408159,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,1485303,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,1544629,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,1594259,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,1637438,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,1710760,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,1771978,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,1853267,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,1945670,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,1995850,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,1939017,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,1998481,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,2059284,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,2086929,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,2115256,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,2139964,,
"FRA","France","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,2181064,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","EUR","Euro","6","Millions","2010","2010",1440085,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","EUR","Euro","6","Millions","2010","2010",1455049,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","EUR","Euro","6","Millions","2010","2010",1478325,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","EUR","Euro","6","Millions","2010","2010",1469268,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","EUR","Euro","6","Millions","2010","2010",1503728,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","EUR","Euro","6","Millions","2010","2010",1535082,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","EUR","Euro","6","Millions","2010","2010",1556389,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","EUR","Euro","6","Millions","2010","2010",1592767,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","EUR","Euro","6","Millions","2010","2010",1649409,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2010","2010",1705606,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2010","2010",1771701,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2010","2010",1806328,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2010","2010",1826531,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2010","2010",1841500,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2010","2010",1892812,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2010","2010",1923243,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2010","2010",1968919,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2010","2010",2015415,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2010","2010",2019351,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2010","2010",1959955,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2010","2010",1998481,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2010","2010",2040034,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2010","2010",2043761,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2010","2010",2055538,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2010","2010",2068624,,
"FRA","France","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2010","2010",2094982,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,1458040.0226,"E","Estimated value"
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,1579800,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,1695320,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,1748550,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,1830290,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,1898880,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,1926320,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,1967090,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,2018230,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,2064880,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,2116480,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,2179850,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,2209290,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,2220080,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,2270620,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,2300860,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,2393250,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,2513230,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,2561740,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,2460280,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,2580060,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,2703120,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,2758260,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,2826240,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,2923930,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,3032820,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","EUR","Euro","6","Millions","2010","2010",1939434.0471,"E","Estimated value"
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","EUR","Euro","6","Millions","2010","2010",2038505.41,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","EUR","Euro","6","Millions","2010","2010",2077722.32,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","EUR","Euro","6","Millions","2010","2010",2057855.86,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","EUR","Euro","6","Millions","2010","2010",2108425.03,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","EUR","Euro","6","Millions","2010","2010",2145061.88,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","EUR","Euro","6","Millions","2010","2010",2162606.29,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","EUR","Euro","6","Millions","2010","2010",2202597.22,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","EUR","Euro","6","Millions","2010","2010",2246200.24,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2010","2010",2290835.27,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2010","2010",2358690.85,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2010","2010",2398681.78,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2010","2010",2398681.78,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2010","2010",2381653.39,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2010","2010",2409518.03,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2010","2010",2426546.43,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2010","2010",2516332.52,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2010","2010",2598378.43,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2010","2010",2626501.08,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2010","2010",2478921.65,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2010","2010",2580060,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2010","2010",2674490.2,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2010","2010",2687648.5,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2010","2010",2700806.81,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2010","2010",2743893.81,,
"DEU","Germany","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2010","2010",2791108.91,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,45538.9355,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,56241.115,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,65016.0821,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,73206.7348,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,83020.4831,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,93063.6012,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,103036.6433,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,114712.1849,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,125262.5543,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,133788.7282,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,141247.2762,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,152193.8375,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,163460.7643,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,178904.9035,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,193715.8236,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,199242.3118,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,217861.5682,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,232694.5927,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,241990.3899,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,237534.1815,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,226031.4472,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,207028.8753,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,191203.9079,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,180654.2763,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,177940.5825,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,175697.4345,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","EUR","Euro","6","Millions","2010","2010",149237.617,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","EUR","Euro","6","Millions","2010","2010",153863.9831,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","EUR","Euro","6","Millions","2010","2010",154941.031,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","EUR","Euro","6","Millions","2010","2010",152461.9745,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","EUR","Euro","6","Millions","2010","2010",155511.214,"E","Estimated value"
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","EUR","Euro","6","Millions","2010","2010",158776.5137,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","EUR","Euro","6","Millions","2010","2010",163320.9021,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","EUR","Euro","6","Millions","2010","2010",170644.5366,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","EUR","Euro","6","Millions","2010","2010",177290.9788,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2010","2010",182738.4155,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2010","2010",189901.3425,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2010","2010",197747.3293,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2010","2010",205504.7036,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2010","2010",217412.7379,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2010","2010",228415.9804,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2010","2010",229784.5166,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2010","2010",242772.9341,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2010","2010",250720.7054,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2010","2010",249880.3584,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2010","2010",239133.6697,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2010","2010",226031.4472,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2010","2010",205389.1385,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2010","2010",190394.7169,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2010","2010",184223.2149,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2010","2010",184873.2451,,
"GRC","Greece","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2010","2010",184468.1006,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","EUR","Euro","6","Millions","2010","2010",1320709.8755,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","EUR","Euro","6","Millions","2010","2010",1341028.3042,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","EUR","Euro","6","Millions","2010","2010",1352216.1744,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","EUR","Euro","6","Millions","2010","2010",1340684.397,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","EUR","Euro","6","Millions","2010","2010",1369522.8354,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","EUR","Euro","6","Millions","2010","2010",1409058.7238,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","EUR","Euro","6","Millions","2010","2010",1427184.3823,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","EUR","Euro","6","Millions","2010","2010",1453378.4294,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","EUR","Euro","6","Millions","2010","2010",1476866.0885,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2010","2010",1499902.9974,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2010","2010",1555551.0183,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2010","2010",1583118.2752,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2010","2010",1587053.0572,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2010","2010",1589454.6477,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2010","2010",1614598.8034,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2010","2010",1629932.0805,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2010","2010",1662638.096,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2010","2010",1687143.2451,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2010","2010",1669421.4033,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2010","2010",1577902.8212,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2010","2010",1604514.5196,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2010","2010",1613766.546,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2010","2010",1568274.1584,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2010","2010",1541171.9135,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2010","2010",1542588.1734,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2010","2010",1553875.7625,,
