"ID","SectorBranchesSIC2008","Periods","OutputBasicPrices_1","IntermediateConsumption_2","GrossValueAddedBasicPrices_3","OutputBasicPrices_4","IntermediateConsumption_5","GrossValueAddedBasicPrices_6","OutputBasicPrices_7","IntermediateConsumption_8","GrossValueAddedBasicPrices_9","OutputBasicPrices_10","IntermediateConsumption_11","GrossValueAddedBasicPrices_12","Total_13","WagesAndSalaries_14","EmployersSocialContributions_15","Gross_16","ConsumptionOfFixedCapital_17","Net_18","TaxesLessSubsidies_19","OtherTaxesOnProduction_20","OtherSubsidiesOnProduction_21","GrossValueAddedBasicPrices_22"
1197,"383200","1995JJ00",13452,6391,7061,18582,9346,9134,NA,NA,NA,72.4,68.4,77.3,4735,3975,760,2235,1345,890,91,98,7,7061
1198,"383200","1996JJ00",14130,7022,7108,19179,9939,9168,3.2,6.4,0.4,73.7,70.6,77.5,4894,4125,769,2144,1404,740,70,105,35,7108
1199,"383200","1997JJ00",15103,7571,7532,20007,10535,9411,4.3,6,2.7,75.5,71.9,80,4998,4284,714,2508,1420,1088,26,80,54,7532
1200,"383200","1998JJ00",16459,8008,8451,21475,11131,10261,7.3,5.7,9,76.6,71.9,82.4,5517,4299,1218,2930,1439,1491,4,82,78,8451
1201,"383200","1999JJ00",17520,8506,9014,22268,11509,10669,3.7,3.4,4,78.7,73.9,84.5,5895,4592,1303,3103,1487,1616,16,105,89,9014
1202,"383200","2000JJ00",18551,9364,9187,23087,11970,11028,3.7,4,3.4,80.4,78.2,83.3,6360,4889,1471,2813,1580,1233,14,106,92,9187
1203,"383200","2001JJ00",19372,9647,9725,23200,12156,10963,0.5,1.5,-0.6,83.5,79.4,88.7,6562,5149,1413,3163,1645,1518,0,107,107,9725
1204,"383200","2002JJ00",19686,9854,9832,23030,12142,10815,-0.7,-0.1,-1.3,85.5,81.2,90.9,6692,5287,1405,3140,1641,1499,0,101,101,9832
1205,"383200","2003JJ00",20122,10295,9827,22968,12396,10530,-0.3,2.1,-2.6,87.6,83.1,93.3,6876,5389,1487,2952,1617,1335,-1,94,95,9827
1206,"383200","2004JJ00",21454,11496,9958,24059,13338,10716,4.8,7.6,1.8,89.2,86.2,92.9,6870,5368,1502,3089,1598,1491,-1,106,107,9958
1207,"383200","2005JJ00",22159,12041,10118,24141,13335,10797,0.3,0,0.8,91.8,90.3,93.7,6781,5340,1441,3317,1585,1732,20,112,92,10118
1208,"383200","2006JJ00",23814,13130,10684,25451,14240,11208,5.4,6.8,3.8,93.6,92.2,95.3,6849,5438,1411,3796,1557,2239,39,121,82,10684
1209,"383200","2007JJ00",25541,14277,11264,26785,15283,11509,5.2,7.3,2.7,95.4,93.4,97.9,7334,5808,1526,3895,1544,2351,35,116,81,11264
1210,"383200","2008JJ00",26782,15651,11131,26993,15697,11316,0.8,2.7,-1.7,99.2,99.7,98.4,7656,5995,1661,3436,1542,1894,39,123,84,11131
1211,"383200","2009JJ00",25403,14475,10928,25693,15075,10636,-4.8,-4,-6,98.9,96,102.7,7468,5890,1578,3421,1554,1867,39,137,98,10928
1212,"383200","2010JJ00",25874,14910,10964,25874,14910,10964,0.7,-1.1,3.1,100,100,100,7616,5934,1682,3308,1572,1736,40,143,103,10964
1213,"383200","2011JJ00",27409,16079,11330,26712,15320,11392,3.2,2.7,3.9,102.6,105,99.5,7785,6055,1730,3495,1598,1897,50,142,92,11330
1214,"383200","2012JJ00",27904,16256,11648,26595,15075,11530,-0.4,-1.6,1.2,104.9,107.8,101,7764,5982,1782,3826,1653,2173,58,139,81,11648
1215,"383200","2013JJ00",27416,15872,11544,25872,14669,11212,-2.7,-2.7,-2.8,106,108.2,103,7602,5865,1737,3856,1704,2152,86,136,50,11544
1216,"383200","2014JJ00",28009,16070,11939,26193,14973,11223,1.2,2.1,0.1,106.9,107.3,106.4,7565,5808,1757,4270,1723,2547,104,142,38,11939
1217,"383200","2015JJ00",28505,15991,12514,26720,15410,11312,2,2.9,0.8,106.7,103.8,110.6,7656,5930,1726,4743,NA,NA,115,143,28,12514
1218,"384900","1995JJ00",3748,2457,1291,4477,3485,1099,NA,NA,NA,83.7,70.5,117.5,526,441,85,802,429,373,-37,0,37,1291
1219,"384900","1996JJ00",3834,2552,1282,4581,3560,1128,2.3,2.2,2.6,83.7,71.7,113.6,555,471,84,766,437,329,-39,1,40,1282
1220,"384900","1997JJ00",4323,2776,1547,4986,3848,1245,8.8,8.1,10.4,86.7,72.1,124.3,574,485,89,1012,447,565,-39,2,41,1547
1221,"384900","1998JJ00",4692,2927,1765,5263,4050,1321,5.6,5.3,6.1,89.2,72.3,133.6,577,453,124,1228,486,742,-40,1,41,1765
1222,"384900","1999JJ00",4712,3126,1586,5392,4233,1308,2.5,4.5,-1,87.4,73.9,121.3,609,483,126,1018,512,506,-41,3,44,1586
1223,"384900","2000JJ00",5322,3531,1791,5803,4486,1450,7.6,6,10.8,91.7,78.7,123.5,626,484,142,1210,526,684,-45,4,49,1791
1224,"384900","2001JJ00",5795,3844,1951,6333,4840,1618,9.2,7.9,11.6,91.5,79.4,120.6,665,524,141,1340,521,819,-54,2,56,1951
1225,"384900","2002JJ00",5699,3902,1797,6173,4775,1539,-2.5,-1.4,-4.9,92.3,81.7,116.7,706,552,154,1146,556,590,-55,3,58,1797
1226,"384900","2003JJ00",6182,4253,1929,6580,5088,1642,6.6,6.6,6.7,94,83.6,117.5,679,531,148,1307,580,727,-57,2,59,1929
1227,"384900","2004JJ00",6550,4543,2007,6813,5292,1684,3.5,4,2.5,96.1,85.9,119.2,656,516,140,1402,583,819,-51,4,55,2007
1228,"384900","2005JJ00",7283,4946,2337,7223,5545,1832,6,4.8,8.8,100.8,89.2,127.6,664,528,136,1723,594,1129,-50,5,55,2337
1229,"384900","2006JJ00",6715,4352,2363,6634,4757,1917,-8.2,-14.2,4.7,101.2,91.5,123.3,670,539,131,1740,616,1124,-47,5,52,2363
1230,"384900","2007JJ00",7263,4789,2474,7421,5222,2219,11.9,9.8,15.7,97.9,91.7,111.5,725,582,143,1796,646,1150,-47,4,51,2474
1231,"384900","2008JJ00",7793,5096,2697,7629,5239,2387,2.8,0.3,7.6,102.2,97.3,113,782,623,159,1963,692,1271,-48,3,51,2697
1232,"384900","2009JJ00",7064,4697,2367,7266,5009,2256,-4.8,-4.4,-5.5,97.2,93.8,104.9,821,669,152,1595,734,861,-49,5,54,2367
1233,"384900","2010JJ00",7102,4897,2205,7102,4897,2205,-2.3,-2.2,-2.3,100,100,100,843,680,163,1419,742,677,-57,7,64,2205
1234,"384900","2011JJ00",7308,5232,2076,7059,4881,2178,-0.6,-0.3,-1.2,103.5,107.2,95.3,859,691,168,1272,749,523,-55,8,63,2076
1235,"384900","2012JJ00",7712,5681,2031,7349,5149,2192,4.1,5.5,0.6,104.9,110.3,92.7,896,718,178,1191,760,431,-56,8,64,2031
1236,"384900","2013JJ00",7970,5573,2397,7500,5106,2414,2.1,-0.8,10.1,106.3,109.1,99.3,946,760,186,1508,776,732,-57,10,67,2397
1237,"384900","2014JJ00",8371,5766,2605,7928,5349,2604,5.7,4.8,7.9,105.6,107.8,100,942,749,193,1728,789,939,-65,7,72,2605
1238,"384900","2015JJ00",8506,5433,3073,8035,5459,2598,1.3,2.1,-0.2,105.9,99.5,118.3,933,748,185,2204,NA,NA,-64,4,68,3073
1239,"386300","1995JJ00",4760,2858,1902,5632,5148,1136,NA,NA,NA,84.5,55.5,167.4,1172,851,321,715,657,58,15,16,1,1902
1240,"386300","1996JJ00",5072,3333,1739,6081,5725,1172,8,11.2,3.1,83.4,58.2,148.4,1280,923,357,443,672,-229,16,16,0,1739
1241,"386300","1997JJ00",6078,3760,2318,6691,6264,1303,10,9.4,11.2,90.8,60,177.9,1415,1025,390,886,664,222,17,17,0,2318
1242,"386300","1998JJ00",6393,3923,2470,7047,6537,1392,5.3,4.4,6.9,90.7,60,177.4,1483,1038,445,974,668,306,13,14,1,2470
1243,"386300","1999JJ00",6606,4261,2345,7359,6786,1468,4.4,3.8,5.4,89.8,62.8,159.7,1584,1116,468,742,697,45,19,21,2,2345
1244,"386300","2000JJ00",7579,5102,2477,7700,7133,1523,4.6,5.1,3.8,98.4,71.5,162.6,1655,1145,510,775,752,23,47,49,2,2477
1245,"386300","2001JJ00",7292,4956,2336,7326,6880,1408,-4.9,-3.5,-7.5,99.5,72,165.9,1616,1181,435,678,814,-136,42,54,12,2336
1246,"386300","2002JJ00",7549,4916,2633,7272,6901,1367,-0.7,0.3,-2.9,103.8,71.2,192.6,1725,1248,477,867,826,41,41,49,8,2633
1247,"386300","2003JJ00",7050,4209,2841,7199,5730,1761,-1,-17,28.8,97.9,73.5,161.4,1794,1302,492,1006,847,159,41,44,3,2841
1248,"386300","2004JJ00",7610,4620,2990,7846,5916,2068,9,3.3,17.5,97,78.1,144.6,1747,1275,472,1206,868,338,37,40,3,2990
1249,"386300","2005JJ00",8563,5464,3099,8505,6331,2287,8.4,7,10.6,100.7,86.3,135.5,1761,1308,453,1285,873,412,53,56,3,3099
1250,"386300","2006JJ00",9314,5835,3479,8937,6488,2508,5.1,2.5,9.7,104.2,89.9,138.7,1770,1332,438,1648,864,784,61,64,3,3479
1251,"386300","2007JJ00",9532,5892,3640,9292,6522,2752,4,0.5,9.7,102.6,90.3,132.3,1853,1391,462,1723,864,859,64,66,2,3640
1252,"386300","2008JJ00",10009,6628,3381,9427,6577,2819,1.5,0.8,2.4,106.2,100.8,119.9,1941,1445,496,1374,871,503,66,68,2,3381
1253,"386300","2009JJ00",8176,5869,2307,8685,6402,2309,-7.9,-2.7,-18.1,94.1,91.7,99.9,2103,1499,604,146,897,-751,58,61,3,2307
1254,"386300","2010JJ00",9472,6632,2840,9472,6632,2840,9.1,3.6,23,100,100,100,1838,1380,458,949,877,72,53,56,3,2840
1255,"386300","2011JJ00",9679,7418,2261,9809,6693,3116,3.6,0.9,9.7,98.7,110.8,72.6,1909,1441,468,308,825,-517,44,47,3,2261
1256,"386300","2012JJ00",10052,7741,2311,9791,6633,3184,-0.2,-0.9,2.2,102.7,116.7,72.6,1873,1396,477,388,843,-455,50,53,3,2311
1257,"386300","2013JJ00",10595,8097,2498,10399,7112,3273,6.2,7.2,2.8,101.9,113.9,76.3,1927,1440,487,519,817,-298,52,52,0,2498
1258,"386300","2014JJ00",10582,8034,2548,10708,7236,3500,3,1.8,6.9,98.8,111,72.8,1877,1393,484,610,808,-198,61,61,0,2548
1259,"386300","2015JJ00",10820,7338,3482,10907,7339,3614,1.9,1.4,3.3,99.2,100,96.4,2020,1528,492,1404,NA,NA,58,58,0,3482
1260,"386800","1995JJ00",7490,3932,3558,10191,5238,4956,NA,NA,NA,73.5,75.1,71.8,2064,1638,426,1483,625,858,11,22,11,3558
1261,"386800","1996JJ00",7894,4139,3755,10677,5476,5204,4.8,4.6,5,73.9,75.6,72.2,2102,1666,436,1644,680,964,9,21,12,3755
1262,"386800","1997JJ00",8493,4411,4082,11315,5794,5526,6,5.8,6.2,75.1,76.1,73.9,2198,1779,419,1875,744,1131,9,21,12,4082
1263,"386800","1998JJ00",9041,4697,4344,11823,6108,5718,4.5,5.4,3.5,76.5,76.9,76,2387,1819,568,1947,830,1117,10,23,13,4344
1264,"386800","1999JJ00",9395,4905,4490,12167,6265,5905,2.9,2.6,3.3,77.2,78.3,76,2573,1962,611,1901,926,975,16,28,12,4490
1265,"386800","2000JJ00",9897,5126,4771,12608,6399,6215,3.6,2.1,5.3,78.5,80.1,76.8,2629,2110,519,2117,1043,1074,25,32,7,4771
1266,"386800","2001JJ00",10359,5352,5007,12894,6588,6311,2.3,2.9,1.5,80.3,81.2,79.3,2944,2282,662,2053,1162,891,10,36,26,5007
1267,"386800","2002JJ00",10859,5648,5211,13000,6732,6270,0.8,2.2,-0.6,83.5,83.9,83.1,3110,2440,670,2099,1277,822,2,39,37,5211
1268,"386800","2003JJ00",11243,5776,5467,13180,6724,6460,1.4,-0.1,3,85.3,85.9,84.6,3251,2545,706,2204,1397,807,12,36,24,5467
1269,"386800","2004JJ00",12289,6386,5903,14021,7311,6711,6.4,8.7,3.9,87.6,87.3,88,3476,2709,767,2401,1505,896,26,47,21,5903
1270,"386800","2005JJ00",13367,6877,6490,14759,7690,7070,5.3,5.2,5.4,90.6,89.4,91.8,3534,2784,750,2923,1601,1322,33,51,18,6490
1271,"386800","2006JJ00",14367,7452,6915,15521,8093,7430,5.2,5.2,5.1,92.6,92.1,93.1,3578,2849,729,3294,1712,1582,43,58,15,6915
1272,"386800","2007JJ00",15761,8204,7557,16629,8682,7950,7.1,7.3,7,94.8,94.5,95.1,3842,3058,784,3671,1839,1832,44,59,15,7557
1273,"386800","2008JJ00",17418,9122,8296,17596,9286,8312,5.8,7,4.6,99,98.2,99.8,3998,3157,841,4249,1940,2309,49,66,17,8296
1274,"386800","2009JJ00",16369,8580,7789,16490,8696,7795,-6.3,-6.3,-6.2,99.3,98.7,99.9,4050,3201,849,3687,1981,1706,52,73,21,7789
1275,"386800","2010JJ00",17481,9037,8444,17481,9037,8444,6,3.9,8.3,100,100,100,4106,3248,858,4279,2270,2009,59,77,18,8444
1276,"386800","2011JJ00",18862,9772,9090,18509,9590,8919,5.9,6.1,5.6,101.9,101.9,101.9,4292,3399,893,4730,2451,2279,68,82,14,9090
1277,"386800","2012JJ00",19185,9666,9519,18617,9368,9249,0.6,-2.3,3.7,103.1,103.2,102.9,4480,3512,968,4974,2622,2352,65,81,16,9519
1278,"386800","2013JJ00",19572,9825,9747,18783,9428,9355,0.9,0.6,1.1,104.2,104.2,104.2,4703,3688,1015,4972,2719,2253,72,86,14,9747
1279,"386800","2014JJ00",20617,10145,10472,19506,9699,9808,3.9,2.9,4.8,105.7,104.6,106.8,4840,3784,1056,5557,2797,2760,75,87,12,10472
1280,"386800","2015JJ00",21074,10261,10813,19901,9821,10078,2,1.3,2.8,105.9,104.5,107.3,4958,3917,1041,5789,NA,NA,66,80,14,10813
1281,"388400","1995JJ00",3485,1476,2009,4210,1879,2323,NA,NA,NA,82.8,78.6,86.5,1463,1239,224,537,96,441,9,11,2,2009
1282,"388400","1996JJ00",3672,1564,2108,4415,1972,2435,4.9,4.9,4.8,83.2,79.3,86.6,1490,1256,234,613,121,492,5,10,5,2108
1283,"388400","1997JJ00",3867,1674,2193,4520,2078,2439,2.4,5.4,0.1,85.6,80.6,89.9,1566,1297,269,629,141,488,-2,9,11,2193
1284,"388400","1998JJ00",4108,1802,2306,4762,2224,2537,5.4,7,4.1,86.3,81,90.9,1584,1207,377,727,168,559,-5,8,13,2306
1285,"388400","1999JJ00",4184,1847,2337,4820,2275,2547,1.2,2.3,0.4,86.8,81.2,91.7,1678,1299,379,665,198,467,-6,11,17,2337
1286,"388400","2000JJ00",4436,1973,2463,5075,2379,2696,5.3,4.6,5.8,87.4,82.9,91.4,1818,1364,454,657,214,443,-12,6,18,2463
1287,"388400","2001JJ00",4602,1982,2620,5192,2356,2829,2.3,-1,5,88.6,84.1,92.6,1867,1432,435,771,219,552,-18,3,21,2620
1288,"388400","2002JJ00",4676,2100,2576,5247,2461,2786,1,4.4,-1.5,89.1,85.3,92.5,1922,1464,458,672,219,453,-18,4,22,2576
1289,"388400","2003JJ00",4769,2170,2599,5294,2497,2798,0.9,1.5,0.4,90.1,86.9,92.9,1941,1436,505,674,208,466,-16,4,20,2599
1290,"388400","2004JJ00",5162,2224,2938,5662,2512,3141,7,0.6,12.3,91.2,88.5,93.5,1973,1469,504,981,198,783,-16,5,21,2938
1291,"388400","2005JJ00",5200,2298,2902,5618,2526,3086,-0.8,0.5,-1.8,92.6,91,94,1889,1446,443,1028,189,839,-15,6,21,2902
1292,"388400","2006JJ00",5391,2485,2906,5721,2679,3039,1.8,6,-1.5,94.2,92.8,95.6,1884,1455,429,1036,184,852,-14,6,20,2906
1293,"388400","2007JJ00",5548,2582,2966,5712,2714,2996,-0.1,1.3,-1.4,97.1,95.1,99,1895,1459,436,1085,183,902,-14,6,20,2966
1294,"388400","2008JJ00",5576,2603,2973,5624,2671,2951,-1.6,-1.6,-1.5,99.1,97.4,100.8,1914,1452,462,1073,186,887,-14,7,21,2973
1295,"388400","2009JJ00",5236,2513,2723,5322,2572,2750,-5.4,-3.7,-6.8,98.4,97.7,99,1840,1410,430,898,192,706,-15,7,22,2723
1296,"388400","2010JJ00",4992,2454,2538,4992,2454,2538,-6.2,-4.6,-7.7,100,100,100,1745,1335,410,806,196,610,-13,9,22,2538
1297,"388400","2011JJ00",5027,2603,2424,4881,2550,2331,-2.2,3.9,-8.2,103,102.1,104,1825,1342,483,606,190,416,-7,10,17,2424
1298,"388400","2012JJ00",4983,2708,2275,4656,2596,2063,-4.6,1.8,-11.5,107,104.3,110.3,1779,1303,476,503,183,320,-7,8,15,2275
1299,"388400","2013JJ00",5013,2791,2222,4372,2567,1814,-6.1,-1.1,-12,114.7,108.7,122.5,1796,1236,560,428,179,249,-2,10,12,2222
1300,"388400","2014JJ00",5294,2972,2322,4353,2666,1710,-0.4,3.8,-5.8,121.6,111.5,135.8,1563,1147,416,760,174,586,-1,9,10,2322
1301,"388400","2015JJ00",5444,3114,2330,4348,2781,1610,-0.1,4.3,-5.8,125.2,112,144.7,1448,1081,367,881,NA,NA,1,9,8,2330
1302,"389100","1995JJ00",11644,6572,5072,18203,9058,9218,NA,NA,NA,64,72.6,55,2797,2437,360,2179,469,1710,96,108,12,5072
1303,"389100","1996JJ00",12340,7062,5278,18887,9581,9321,3.8,5.8,1.1,65.3,73.7,56.6,2896,2523,373,2305,473,1832,77,116,39,5278
1304,"389100","1997JJ00",13403,7571,5832,20155,10047,10180,6.7,4.9,9.2,66.5,75.4,57.3,3094,2734,360,2677,474,2203,61,128,67,5832
1305,"389100","1998JJ00",14442,8020,6422,21292,10396,11040,5.6,3.5,8.5,67.8,77.1,58.2,3276,2719,557,3118,487,2631,28,122,94,6422
1306,"389100","1999JJ00",15596,8528,7068,22133,10847,11422,3.9,4.3,3.5,70.5,78.6,61.9,3590,2947,643,3452,523,2929,26,141,115,7068
1307,"389100","2000JJ00",16823,9117,7706,23092,11113,12177,4.3,2.5,6.6,72.9,82,63.3,3982,3232,750,3700,579,3121,24,145,121,7706
1308,"389100","2001JJ00",17665,9531,8134,22907,11102,11978,-0.8,-0.1,-1.6,77.1,85.9,67.9,4123,3406,717,3977,626,3351,34,165,131,8134
1309,"389100","2002JJ00",18131,9448,8683,22127,10851,11409,-3.4,-2.3,-4.7,81.9,87.1,76.1,4170,3446,724,4469,669,3800,44,172,128,8683
1310,"389100","2003JJ00",17542,9192,8350,20919,10330,10705,-5.5,-4.8,-6.2,83.9,89,78,4150,3417,733,4146,696,3450,54,163,109,8350
1311,"389100","2004JJ00",17656,9326,8330,20771,10444,10415,-0.7,1.1,-2.7,85,89.3,80,4151,3445,706,4131,720,3411,48,166,118,8330
1312,"389100","2005JJ00",18131,9665,8466,20972,10633,10419,1,1.8,0,86.5,90.9,81.3,4202,3514,688,4184,737,3447,80,180,100,8466
1313,"389100","2006JJ00",18968,10287,8681,21511,10959,10627,2.6,3.1,2,88.2,93.9,81.7,4339,3677,662,4238,755,3483,104,188,84,8681
1314,"389100","2007JJ00",20084,10819,9265,22026,11264,10833,2.4,2.8,1.9,91.2,96,85.5,4536,3839,697,4620,786,3834,109,196,87,9265
1315,"389100","2008JJ00",20154,11047,9107,21206,10990,10266,-3.7,-2.4,-5.2,95,100.5,88.7,4713,3964,749,4275,830,3445,119,206,87,9107
1316,"389100","2009JJ00",19563,10634,8929,19996,10668,9334,-5.7,-2.9,-9.1,97.8,99.7,95.7,4748,4021,727,4083,859,3224,98,196,98,8929
1317,"389100","2010JJ00",19211,10393,8818,19211,10393,8818,-3.9,-2.6,-5.5,100,100,100,4897,4099,798,3811,867,2944,110,208,98,8818
1318,"389100","2011JJ00",20050,10736,9314,19610,10496,9114,2.1,1,3.4,102.2,102.3,102.2,5103,4273,830,4067,861,3206,144,229,85,9314
1319,"389100","2012JJ00",20308,10902,9406,19411,10440,8971,-1,-0.5,-1.6,104.6,104.4,104.8,5244,4343,901,3999,861,3138,163,231,68,9406
1320,"389100","2013JJ00",20628,11014,9614,19485,10498,8987,0.4,0.6,0.2,105.9,104.9,107,5361,4409,952,4084,854,3230,169,224,55,9614
1321,"389100","2014JJ00",21686,11344,10342,20140,10879,9261,3.4,3.6,3,107.7,104.3,111.7,5618,4566,1052,4517,846,3671,207,239,32,10342
1322,"389100","2015JJ00",22824,11786,11038,20716,11241,9479,2.9,3.3,2.3,110.2,104.8,116.4,5859,4803,1056,5036,NA,NA,143,174,31,11038
1323,"389200","1995JJ00",2811,1441,1370,4177,1973,2224,NA,NA,NA,67.3,73,61.6,770,668,102,530,230,300,70,75,5,1370
1324,"389200","1996JJ00",2996,1577,1419,4351,2133,2224,4.2,8.1,0,68.9,73.9,63.8,797,692,105,555,232,323,67,80,13,1419
1325,"389200","1997JJ00",3252,1706,1546,4650,2259,2401,6.9,5.9,8,69.9,75.5,64.4,852,750,102,633,233,400,61,85,24,1546
1326,"389200","1998JJ00",3519,1817,1702,4926,2364,2578,5.9,4.6,7.4,71.4,76.9,66,903,745,158,748,238,510,51,83,32,1702
1327,"389200","1999JJ00",3799,1937,1862,5126,2462,2679,4.1,4.2,3.9,74.1,78.7,69.5,990,808,182,815,253,562,57,97,40,1862
1328,"389200","2000JJ00",4103,2110,1993,5358,2564,2812,4.5,4.1,4.9,76.6,82.3,70.9,1098,886,212,836,278,558,59,101,42,1993
1329,"389200","2001JJ00",4315,2186,2129,5323,2536,2806,-0.7,-1.1,-0.2,81.1,86.2,75.9,1137,934,203,917,299,618,75,120,45,2129
1330,"389200","2002JJ00",4428,2177,2251,5132,2479,2666,-3.6,-2.2,-5,86.3,87.8,84.4,1149,932,217,1020,318,702,82,127,45,2251
1331,"389200","2003JJ00",4352,2246,2106,4943,2508,2444,-3.7,1.1,-8.4,88,89.6,86.2,1134,918,216,891,329,562,81,120,39,2106
1332,"389200","2004JJ00",4505,2364,2141,5076,2606,2477,2.7,3.9,1.4,88.8,90.7,86.4,1161,946,215,897,339,558,83,123,40,2141
1333,"389200","2005JJ00",4665,2437,2228,5204,2657,2556,2.5,1.9,3.2,89.6,91.7,87.2,1172,968,204,957,346,611,99,135,36,2228
1334,"389200","2006JJ00",4904,2598,2306,5367,2750,2626,3.1,3.5,2.7,91.4,94.5,87.8,1215,1018,197,981,354,627,110,141,31,2306
1335,"389200","2007JJ00",5261,2764,2497,5564,2866,2706,3.7,4.2,3,94.6,96.4,92.3,1275,1067,208,1107,369,738,115,148,33,2497
1336,"389200","2008JJ00",5336,2865,2471,5440,2848,2597,-2.2,-0.6,-4,98.1,100.6,95.1,1350,1129,221,996,390,606,125,158,33,2471
1337,"389200","2009JJ00",5046,2744,2302,5108,2732,2378,-6.1,-4.1,-8.5,98.8,100.4,96.8,1331,1120,211,859,405,454,112,147,35,2302
1338,"389200","2010JJ00",5025,2728,2297,5025,2728,2297,-1.6,-0.1,-3.4,100,100,100,1364,1135,229,813,411,402,120,155,35,2297
1339,"389200","2011JJ00",5195,2809,2386,5114,2763,2351,1.8,1.3,2.4,101.6,101.7,101.5,1410,1173,237,839,410,429,137,166,29,2386
1340,"389200","2012JJ00",5268,2841,2427,5049,2767,2282,-1.3,0.1,-2.9,104.3,102.7,106.4,1422,1173,249,855,411,444,150,172,22,2427
1341,"389200","2013JJ00",5396,2870,2526,5181,2805,2375,2.6,1.4,4.1,104.1,102.3,106.4,1453,1193,260,925,406,519,148,166,18,2526
1342,"389200","2014JJ00",5680,2908,2772,5364,2868,2493,3.5,2.3,4.9,105.9,101.4,111.2,1499,1217,282,1104,400,704,169,179,10,2772
1343,"389200","2015JJ00",6041,3024,3017,5536,2976,2558,3.2,3.7,2.6,109.1,101.6,117.9,1563,1281,282,1339,NA,NA,115,125,10,3017
1344,"390500","1995JJ00",8833,5131,3702,14058,7088,7005,NA,NA,NA,62.8,72.4,52.8,2027,1769,258,1649,239,1410,26,33,7,3702
1345,"390500","1996JJ00",9344,5485,3859,14567,7452,7113,3.6,5.1,1.5,64.1,73.6,54.3,2099,1831,268,1750,241,1509,10,36,26,3859
1346,"390500","1997JJ00",10151,5865,4286,15538,7791,7801,6.7,4.6,9.7,65.3,75.3,54.9,2242,1984,258,2044,241,1803,0,43,43,4286
1347,"390500","1998JJ00",10923,6203,4720,16400,8036,8490,5.5,3.1,8.8,66.6,77.2,55.6,2373,1974,399,2370,249,2121,-23,39,62,4720
1348,"390500","1999JJ00",11797,6591,5206,17041,8388,8769,3.9,4.4,3.3,69.2,78.6,59.4,2600,2139,461,2637,270,2367,-31,44,75,5206
1349,"390500","2000JJ00",12720,7007,5713,17769,8552,9401,4.3,2,7.2,71.6,81.9,60.8,2884,2346,538,2864,301,2563,-35,44,79,5713
1350,"390500","2001JJ00",13350,7345,6005,17618,8569,9200,-0.8,0.2,-2.1,75.8,85.7,65.3,2986,2472,514,3060,327,2733,-41,45,86,6005
1351,"390500","2002JJ00",13703,7271,6432,17030,8376,8771,-3.3,-2.3,-4.7,80.5,86.8,73.3,3021,2514,507,3449,351,3098,-38,45,83,6432
1352,"390500","2003JJ00",13190,6946,6244,16002,7824,8297,-6,-6.6,-5.4,82.4,88.8,75.3,3016,2499,517,3255,367,2888,-27,43,70,6244
1353,"390500","2004JJ00",13151,6962,6189,15710,7840,7958,-1.8,0.2,-4.1,83.7,88.8,77.8,2990,2499,491,3234,381,2853,-35,43,78,6189
1354,"390500","2005JJ00",13466,7228,6238,15778,7977,7874,0.4,1.8,-1.1,85.3,90.6,79.2,3030,2546,484,3227,391,2836,-19,45,64,6238
1355,"390500","2006JJ00",14064,7689,6375,16153,8211,8011,2.4,2.9,1.7,87.1,93.6,79.6,3124,2659,465,3257,401,2856,-6,47,53,6375
1356,"390500","2007JJ00",14823,8055,6768,16467,8399,8134,1.9,2.3,1.5,90,95.9,83.2,3261,2772,489,3513,417,3096,-6,48,54,6768
1357,"390500","2008JJ00",14818,8182,6636,15766,8143,7671,-4.3,-3.1,-5.7,94,100.5,86.5,3363,2835,528,3279,440,2839,-6,48,54,6636
1358,"390500","2009JJ00",14517,7890,6627,14890,7937,6958,-5.6,-2.5,-9.3,97.5,99.4,95.2,3417,2901,516,3224,454,2770,-14,49,63,6627
1359,"390500","2010JJ00",14186,7665,6521,14186,7665,6521,-4.7,-3.4,-6.3,100,100,100,3533,2964,569,2998,456,2542,-10,53,63,6521
1360,"390500","2011JJ00",14855,7927,6928,14496,7733,6763,2.2,0.9,3.7,102.5,102.5,102.4,3693,3100,593,3228,451,2777,7,63,56,6928
1361,"390500","2012JJ00",15040,8061,6979,14362,7673,6689,-0.9,-0.8,-1.1,104.7,105,104.3,3822,3170,652,3144,450,2694,13,59,46,6979
1362,"390500","2013JJ00",15232,8144,7088,14304,7693,6610,-0.4,0.3,-1.2,106.5,105.9,107.2,3908,3216,692,3159,448,2711,21,58,37,7088
1363,"390500","2014JJ00",16006,8436,7570,14776,8010,6767,3.3,4.1,2.4,108.3,105.3,111.9,4119,3349,770,3413,446,2967,38,60,22,7570
1364,"390500","2015JJ00",16783,8762,8021,15182,8265,6919,2.7,3.2,2.2,110.5,106,115.9,4296,3522,774,3697,NA,NA,28,49,21,8021
1365,"391600","1995JJ00",18349,8892,9457,18200,8835,9361,NA,NA,NA,100.8,100.6,101,5052,4411,641,4412,1824,2588,-7,36,43,9457
1366,"391600","1996JJ00",20553,10097,10456,20149,10169,9978,10.7,15.1,6.6,102,99.3,104.8,5645,4926,719,4830,1887,2943,-19,42,61,10456
1367,"391600","1997JJ00",24337,11968,12369,23917,12144,11774,18.7,19.4,18,101.8,98.6,105,6500,5750,750,5890,2017,3873,-21,49,70,12369
