"ID","SectorBranchesSIC2008","Periods","OutputBasicPrices_1","IntermediateConsumption_2","GrossValueAddedBasicPrices_3","OutputBasicPrices_4","IntermediateConsumption_5","GrossValueAddedBasicPrices_6","OutputBasicPrices_7","IntermediateConsumption_8","GrossValueAddedBasicPrices_9","OutputBasicPrices_10","IntermediateConsumption_11","GrossValueAddedBasicPrices_12","Total_13","WagesAndSalaries_14","EmployersSocialContributions_15","Gross_16","ConsumptionOfFixedCapital_17","Net_18","TaxesLessSubsidies_19","OtherTaxesOnProduction_20","OtherSubsidiesOnProduction_21","GrossValueAddedBasicPrices_22"
529,"323700","1999JJ00",5383,3253,2130,6508,4449,2083,2.9,3.1,2.6,82.7,73.1,102.2,1149,919,230,1001,264,737,-20,5,25,2130
530,"323700","2000JJ00",5708,3561,2147,6660,4510,2162,2.3,1.4,3.8,85.7,79,99.3,1241,982,259,926,279,647,-20,5,25,2147
531,"323700","2001JJ00",5777,3567,2210,6612,4462,2159,-0.7,-1.1,-0.1,87.4,79.9,102.3,1253,1011,242,979,294,685,-22,8,30,2210
532,"323700","2002JJ00",6013,3701,2312,6873,4621,2258,3.9,3.6,4.6,87.5,80.1,102.4,1300,1042,258,1034,308,726,-22,10,32,2312
533,"323700","2003JJ00",6045,3744,2301,6821,4643,2196,-0.8,0.5,-2.8,88.6,80.6,104.8,1294,1035,259,1023,314,709,-16,7,23,2301
534,"323700","2004JJ00",6126,3876,2250,6895,4656,2249,1.1,0.3,2.4,88.8,83.3,100,1300,1039,261,965,323,642,-15,9,24,2250
535,"323700","2005JJ00",6558,4239,2319,7112,4772,2345,3.2,2.5,4.3,92.2,88.8,98.9,1297,1050,247,1032,333,699,-10,12,22,2319
536,"323700","2006JJ00",6947,4522,2425,7337,4848,2487,3.2,1.6,6,94.7,93.3,97.5,1332,1080,252,1103,343,760,-10,11,21,2425
537,"323700","2007JJ00",7352,4760,2592,7625,4949,2669,3.9,2.1,7.3,96.4,96.2,97.1,1392,1125,267,1210,354,856,-10,13,23,2592
538,"323700","2008JJ00",7343,4812,2531,7430,4811,2612,-2.6,-2.8,-2.1,98.8,100,96.9,1472,1181,291,1070,367,703,-11,15,26,2531
539,"323700","2009JJ00",6473,3931,2542,6584,4279,2299,-11.4,-11.1,-12,98.3,91.9,110.6,1413,1151,262,1149,376,773,-20,18,38,2542
540,"323700","2010JJ00",6859,4497,2362,6859,4497,2362,4.2,5.1,2.8,100,100,100,1416,1145,271,961,386,575,-15,20,35,2362
541,"323700","2011JJ00",7557,5108,2449,7202,4746,2456,5,5.5,4,104.9,107.6,99.7,1445,1164,281,1013,392,621,-9,20,29,2449
542,"323700","2012JJ00",7620,5152,2468,7157,4751,2404,-0.6,0.1,-2.1,106.5,108.4,102.7,1522,1204,318,949,396,553,-3,20,23,2468
543,"323700","2013JJ00",7777,5267,2510,7290,4852,2434,1.9,2.1,1.3,106.7,108.6,103.1,1537,1221,316,980,402,578,-7,16,23,2510
544,"323700","2014JJ00",8058,5291,2767,7578,4921,2660,4,1.4,9.3,106.3,107.5,104,1586,1247,339,1186,408,778,-5,14,19,2767
545,"323700","2015JJ00",8351,5416,2935,7820,5056,2768,3.2,2.7,4,106.8,107.1,106,1630,1295,335,1310,NA,NA,-5,13,18,2935
546,"324600","1995JJ00",4584,2540,2044,5858,3369,2449,NA,NA,NA,78.3,75.4,83.5,1076,892,184,949,194,755,19,20,1,2044
547,"324600","1996JJ00",4741,2741,2000,6055,3590,2433,3.4,6.6,-0.6,78.3,76.3,82.2,1072,889,183,911,198,713,17,19,2,2000
548,"324600","1997JJ00",4832,2977,1855,6123,3852,2254,1.1,7.3,-7.3,78.9,77.3,82.3,1063,910,153,790,202,588,2,7,5,1855
549,"324600","1998JJ00",4989,3163,1826,6257,4041,2206,2.2,4.9,-2.2,79.7,78.3,82.8,1117,884,233,706,210,496,3,9,6,1826
550,"324600","1999JJ00",5225,3353,1872,6510,4253,2249,4,5.2,2,80.3,78.8,83.2,1186,924,262,681,221,460,5,11,6,1872
551,"324600","2000JJ00",5491,3603,1888,6685,4441,2239,2.7,4.4,-0.4,82.1,81.1,84.3,1279,986,293,606,236,370,3,9,6,1888
552,"324600","2001JJ00",5554,3636,1918,6495,4320,2171,-2.8,-2.7,-3.1,85.5,84.2,88.4,1264,991,273,652,247,405,2,8,6,1918
553,"324600","2002JJ00",5397,3521,1876,6174,4133,2039,-4.9,-4.3,-6,87.4,85.2,92,1279,1004,275,596,258,338,1,9,8,1876
554,"324600","2003JJ00",5167,3445,1722,5886,3954,1931,-4.7,-4.3,-5.3,87.8,87.1,89.2,1277,998,279,439,262,177,6,12,6,1722
555,"324600","2004JJ00",5183,3447,1736,6012,3908,2100,2.1,-1.2,8.8,86.2,88.2,82.7,1267,984,283,469,263,206,0,9,9,1736
556,"324600","2005JJ00",5281,3569,1712,6110,3943,2164,1.6,0.9,3.1,86.4,90.5,79.1,1242,975,267,459,265,194,11,18,7,1712
557,"324600","2006JJ00",5831,3908,1923,6541,4190,2354,7.1,6.2,8.8,89.1,93.3,81.7,1272,1005,267,643,271,372,8,15,7,1923
558,"324600","2007JJ00",6362,4186,2176,6819,4377,2442,4.2,4.5,3.7,93.3,95.6,89.1,1312,1031,281,856,281,575,8,16,8,2176
559,"324600","2008JJ00",6636,4434,2202,6824,4405,2418,0.1,0.6,-1,97.2,100.7,91.1,1353,1053,300,839,292,547,10,20,10,2202
560,"324600","2009JJ00",5801,3681,2120,5795,3756,2036,-15.1,-14.7,-15.8,100.1,98,104.1,1318,1038,280,795,298,497,7,22,15,2120
561,"324600","2010JJ00",5428,3561,1867,5428,3561,1867,-6.3,-5.2,-8.3,100,100,100,1258,987,271,607,299,308,2,22,20,1867
562,"324600","2011JJ00",5966,3983,1983,5863,3861,2002,8,8.4,7.2,101.8,103.2,99.1,1263,988,275,708,295,413,12,24,12,1983
563,"324600","2012JJ00",5478,3716,1762,5271,3545,1723,-10.1,-8.2,-13.9,103.9,104.8,102.2,1287,992,295,465,292,173,10,23,13,1762
564,"324600","2013JJ00",5389,3677,1712,5195,3500,1692,-1.4,-1.3,-1.8,103.7,105.1,101.2,1278,957,321,418,287,131,16,21,5,1712
565,"324600","2014JJ00",5220,3551,1669,5027,3409,1614,-3.2,-2.6,-4.6,103.8,104.2,103.4,1165,882,283,484,282,202,20,23,3,1669
566,"324600","2015JJ00",5544,3739,1805,5291,3580,1708,5.3,5,5.8,104.8,104.5,105.7,1109,850,259,681,NA,NA,15,17,2,1805
567,"328105","1995JJ00",14939,9022,5917,19896,13453,6381,NA,NA,NA,75.1,67.1,92.7,3607,3156,451,2289,750,1539,21,32,11,5917
568,"328105","1996JJ00",15087,9226,5861,20454,13951,6473,2.8,3.7,1.4,73.8,66.1,90.5,3678,3219,459,2184,742,1442,-1,28,29,5861
569,"328105","1997JJ00",16212,10100,6112,21433,14967,6528,4.8,7.3,0.9,75.6,67.5,93.6,3873,3365,508,2261,745,1516,-22,18,40,6112
570,"328105","1998JJ00",17234,11005,6229,22456,16136,6512,4.8,7.8,-0.2,76.7,68.2,95.6,3972,3302,670,2291,763,1528,-34,20,54,6229
571,"328105","1999JJ00",17020,10817,6203,22419,16073,6527,-0.2,-0.4,0.2,75.9,67.3,95,4146,3431,715,2091,795,1296,-34,28,62,6203
572,"328105","2000JJ00",18934,11809,7125,23489,16405,7148,4.8,2.1,9.5,80.6,72,99.7,4564,3634,930,2595,850,1745,-34,27,61,7125
573,"328105","2001JJ00",18407,11611,6796,22921,15935,7027,-2.4,-2.9,-1.7,80.3,72.9,96.7,4599,3744,855,2229,894,1335,-32,36,68,6796
574,"328105","2002JJ00",17998,11320,6678,22322,15470,6881,-2.6,-2.9,-2.1,80.6,73.2,97.1,4700,3813,887,2040,928,1112,-62,40,102,6678
575,"328105","2003JJ00",17902,11151,6751,21868,15041,6827,-2,-2.8,-0.8,81.9,74.1,98.9,4653,3779,874,2126,935,1191,-28,29,57,6751
576,"328105","2004JJ00",19924,12440,7484,22986,15785,7194,5.1,5,5.4,86.7,78.8,104,4657,3760,897,2865,940,1925,-38,29,67,7484
577,"328105","2005JJ00",21300,13348,7952,23437,16066,7357,2,1.8,2.3,90.9,83.1,108.1,4668,3804,864,3297,945,2352,-13,42,55,7952
578,"328105","2006JJ00",23249,14874,8375,24336,16806,7544,3.8,4.6,2.5,95.5,88.5,111,4774,3890,884,3617,959,2658,-16,36,52,8375
579,"328105","2007JJ00",25938,16993,8945,26163,18148,8046,7.5,8,6.7,99.1,93.6,111.2,5114,4149,965,3853,991,2862,-22,37,59,8945
580,"328105","2008JJ00",27017,18178,8839,26470,18380,8125,1.2,1.3,1,102.1,98.9,108.8,5437,4384,1053,3454,1030,2424,-52,46,98,8839
581,"328105","2009JJ00",21701,14300,7401,22382,15505,6903,-15.4,-15.6,-15,97,92.2,107.2,5121,4109,1012,2529,1053,1476,-249,53,302,7401
582,"328105","2010JJ00",24886,17032,7854,24886,17032,7854,11.2,9.8,13.8,100,100,100,5025,4036,989,2901,1060,1841,-72,60,132,7854
583,"328105","2011JJ00",27440,19294,8146,26351,18174,8177,5.9,6.7,4.1,104.1,106.2,99.6,5170,4136,1034,2988,1048,1940,-12,65,77,8146
584,"328105","2012JJ00",25819,17783,8036,24859,17052,7813,-5.7,-6.2,-4.5,103.9,104.3,102.9,5225,4139,1086,2819,1049,1770,-8,53,61,8036
585,"328105","2013JJ00",25217,17388,7829,24607,17108,7502,-1,0.3,-4,102.5,101.6,104.4,5186,4122,1064,2645,1050,1595,-2,52,54,7829
586,"328105","2014JJ00",25723,17256,8467,25156,17346,7809,2.2,1.4,4.1,102.3,99.5,108.4,5308,4143,1165,3151,1054,2097,8,56,48,8467
587,"328105","2015JJ00",26055,17361,8694,25520,17647,7876,1.4,1.7,0.9,102.1,98.4,110.4,5403,4263,1140,3283,NA,NA,8,56,48,8694
588,"328100","1995JJ00",4617,2817,1800,5914,4847,1183,NA,NA,NA,78.1,58.1,152.1,955,822,133,832,321,511,13,15,2,1800
589,"328100","1996JJ00",4309,2769,1540,5862,4852,1155,-0.9,0.1,-2.4,73.5,57.1,133.4,938,805,133,593,313,280,9,14,5,1540
590,"328100","1997JJ00",4878,3234,1644,6378,5360,1221,8.8,10.5,5.8,76.5,60.3,134.6,979,850,129,663,311,352,2,8,6,1644
591,"328100","1998JJ00",5143,3531,1612,6758,5869,1209,6,9.5,-1,76.1,60.2,133.3,1004,821,183,605,313,292,3,7,4,1612
592,"328100","1999JJ00",4788,3411,1377,6753,5834,1222,-0.1,-0.6,1.1,70.9,58.5,112.7,1014,822,192,358,317,41,5,12,7,1377
593,"328100","2000JJ00",5746,3787,1959,6981,5944,1309,3.4,1.9,7.1,82.3,63.7,149.6,1104,874,230,847,332,515,8,13,5,1959
594,"328100","2001JJ00",5400,3783,1617,6878,5806,1311,-1.5,-2.3,0.2,78.5,65.2,123.3,1111,908,203,498,344,154,8,14,6,1617
595,"328100","2002JJ00",5316,3645,1671,6931,5723,1389,0.8,-1.4,5.9,76.7,63.7,120.3,1103,896,207,566,351,215,2,13,11,1671
596,"328100","2003JJ00",5482,3629,1853,7012,5690,1458,1.2,-0.6,5,78.2,63.8,127.1,1079,874,205,773,349,424,1,7,6,1853
597,"328100","2004JJ00",6768,4308,2460,7784,6217,1668,11,9.3,14.4,87,69.3,147.5,1114,899,215,1345,348,997,1,8,7,2460
598,"328100","2005JJ00",7243,4589,2654,7587,6028,1641,-2.5,-3,-1.6,95.5,76.1,161.7,1154,942,212,1489,347,1142,11,17,6,2654
599,"328100","2006JJ00",8187,5303,2884,7844,6227,1698,3.4,3.3,3.5,104.4,85.2,169.8,1167,952,215,1710,350,1360,7,13,6,2884
600,"328100","2007JJ00",8972,5956,3016,8353,6608,1821,6.5,6.1,7.2,107.4,90.1,165.6,1291,1049,242,1722,360,1362,3,13,10,3016
601,"328100","2008JJ00",8786,6204,2582,8210,6384,1850,-1.7,-3.4,1.6,107,97.2,139.6,1351,1088,263,1259,371,888,-28,15,43,2582
602,"328100","2009JJ00",6042,4409,1633,6565,5112,1474,-20,-19.9,-20.3,92,86.3,110.8,1218,987,231,590,378,212,-175,20,195,1633
603,"328100","2010JJ00",8005,6117,1888,8005,6117,1888,21.9,19.7,28,100,100,100,1183,956,227,742,381,361,-37,23,60,1888
604,"328100","2011JJ00",8799,7025,1774,8121,6429,1692,1.4,5.1,-10.4,108.3,109.3,104.8,1234,995,239,524,373,151,16,29,13,1774
605,"328100","2012JJ00",7807,6073,1734,7464,5807,1661,-8.1,-9.7,-1.8,104.6,104.6,104.4,1216,963,253,504,371,133,14,23,9,1734
606,"328100","2013JJ00",7414,5707,1707,7422,5722,1705,-0.6,-1.5,2.6,99.9,99.7,100.1,1213,968,245,474,369,105,20,26,6,1707
607,"328100","2014JJ00",7488,5488,2000,7634,5793,1845,2.9,1.2,8.3,98.1,94.7,108.4,1238,978,260,738,368,370,24,31,7,2000
608,"328100","2015JJ00",7382,5391,1991,7697,5872,1833,0.8,1.4,-0.6,95.9,91.8,108.6,1274,1017,257,697,NA,NA,20,29,9,1991
609,"330300","1995JJ00",10322,6205,4117,13833,8561,5270,NA,NA,NA,74.6,72.5,78.1,2652,2334,318,1457,429,1028,8,17,9,4117
610,"330300","1996JJ00",10778,6457,4321,14449,9017,5435,4.5,5.3,3.1,74.6,71.6,79.5,2740,2414,326,1591,429,1162,-10,14,24,4321
611,"330300","1997JJ00",11334,6866,4468,14909,9551,5386,3.2,5.9,-0.9,76,71.9,83,2894,2515,379,1598,434,1164,-24,10,34,4468
612,"330300","1998JJ00",12091,7474,4617,15544,10221,5387,4.3,7,0,77.8,73.1,85.7,2968,2481,487,1686,450,1236,-37,13,50,4617
613,"330300","1999JJ00",12232,7406,4826,15512,10191,5383,-0.2,-0.3,-0.1,78.9,72.7,89.6,3132,2609,523,1733,478,1255,-39,16,55,4826
614,"330300","2000JJ00",13188,8022,5166,16338,10410,5932,5.3,2.1,10.2,80.7,77.1,87.1,3460,2760,700,1748,518,1230,-42,14,56,5166
615,"330300","2001JJ00",13007,7828,5179,15876,10086,5791,-2.8,-3.1,-2.4,81.9,77.6,89.4,3488,2836,652,1731,550,1181,-40,22,62,5179
616,"330300","2002JJ00",12682,7675,5007,15237,9719,5525,-4,-3.6,-4.6,83.2,79,90.6,3597,2917,680,1474,577,897,-64,27,91,5007
617,"330300","2003JJ00",12420,7522,4898,14723,9348,5376,-3.4,-3.8,-2.7,84.4,80.5,91.1,3574,2905,669,1353,586,767,-29,22,51,4898
618,"330300","2004JJ00",13156,8132,5024,15093,9616,5481,2.5,2.9,2,87.2,84.6,91.7,3543,2861,682,1520,592,928,-39,21,60,5024
619,"330300","2005JJ00",14057,8759,5298,15738,10032,5710,4.3,4.3,4.2,89.3,87.3,92.8,3514,2862,652,1808,598,1210,-24,25,49,5298
620,"330300","2006JJ00",15062,9571,5491,16378,10562,5828,4.1,5.3,2.1,92,90.6,94.2,3607,2938,669,1907,609,1298,-23,23,46,5491
621,"330300","2007JJ00",16966,11037,5929,17697,11516,6198,8.1,9,6.4,95.9,95.8,95.7,3823,3100,723,2131,631,1500,-25,24,49,5929
622,"330300","2008JJ00",18231,11974,6257,18176,11953,6240,2.7,3.8,0.7,100.3,100.2,100.3,4086,3296,790,2195,659,1536,-24,31,55,6257
623,"330300","2009JJ00",15659,9891,5768,15770,10349,5436,-13.2,-13.4,-12.9,99.3,95.6,106.1,3903,3122,781,1939,675,1264,-74,33,107,5768
624,"330300","2010JJ00",16881,10915,5966,16881,10915,5966,7,5.5,9.7,100,100,100,3842,3080,762,2159,679,1480,-35,37,72,5966
625,"330300","2011JJ00",18641,12269,6372,18230,11745,6485,8,7.6,8.7,102.3,104.5,98.3,3936,3141,795,2464,675,1789,-28,36,64,6372
626,"330300","2012JJ00",18012,11710,6302,17407,11256,6148,-4.5,-4.2,-5.2,103.5,104,102.5,4009,3176,833,2315,678,1637,-22,30,52,6302
627,"330300","2013JJ00",17803,11681,6122,17197,11397,5793,-1.2,1.3,-5.8,103.5,102.5,105.7,3973,3154,819,2171,681,1490,-22,26,48,6122
628,"330300","2014JJ00",18235,11768,6467,17535,11564,5962,2,1.5,2.9,104,101.8,108.5,4070,3165,905,2413,686,1727,-16,25,41,6467
629,"330300","2015JJ00",18673,11970,6703,17833,11785,6041,1.7,1.9,1.3,104.7,101.6,111,4129,3246,883,2586,NA,NA,-12,27,39,6703
630,"332910","1995JJ00",12989,7022,5967,13371,8734,4038,NA,NA,NA,97.1,80.4,147.8,2322,2072,250,3656,1243,2413,-11,8,19,5967
631,"332910","1996JJ00",14143,8000,6143,14576,9779,4262,9,12,5.5,97,81.8,144.1,2399,2132,267,3762,1291,2471,-18,10,28,6143
632,"332910","1997JJ00",17458,11025,6433,17795,13195,4489,22.1,34.9,5.3,98.1,83.6,143.3,2458,2226,232,3992,1351,2641,-17,12,29,6433
633,"332910","1998JJ00",19622,12644,6978,20043,14882,5045,12.6,12.8,12.4,97.9,85,138.3,2438,2088,350,4567,1424,3143,-27,12,39,6978
634,"332910","1999JJ00",22466,14856,7610,23072,17195,5768,15.1,15.5,14.3,97.4,86.4,131.9,2520,2151,369,5106,1498,3608,-16,19,35,7610
635,"332910","2000JJ00",25537,17169,8368,25823,19054,6581,11.9,10.8,14.1,98.9,90.1,127.2,2647,2263,384,5738,1608,4130,-17,19,36,8368
636,"332910","2001JJ00",25585,17891,7694,25580,19232,6266,-0.9,0.9,-4.8,100,93,122.8,2698,2361,337,5017,1725,3292,-21,20,41,7694
637,"332910","2002JJ00",24013,17823,6190,24245,18802,5504,-5.2,-2.2,-12.2,99,94.8,112.5,2861,2395,466,3357,1819,1538,-28,20,48,6190
638,"332910","2003JJ00",24612,18893,5719,25043,19532,5591,3.3,3.9,1.6,98.3,96.7,102.3,2748,2272,476,2991,1854,1137,-20,22,42,5719
639,"332910","2004JJ00",26415,20568,5847,26843,21051,5885,7.2,7.8,5.2,98.4,97.7,99.4,2750,2270,480,3123,1868,1255,-26,21,47,5847
640,"332910","2005JJ00",28435,21493,6942,28762,21893,6958,7.1,4,18.2,98.9,98.2,99.8,2662,2218,444,4304,1884,2420,-24,21,45,6942
641,"332910","2006JJ00",29584,22040,7544,29803,22416,7474,3.6,2.4,7.4,99.3,98.3,100.9,2723,2266,457,4849,1923,2926,-28,20,48,7544
642,"332910","2007JJ00",29734,21724,8010,29681,21918,7839,-0.4,-2.2,4.9,100.2,99.1,102.2,2809,2329,480,5234,1957,3277,-33,20,53,8010
643,"332910","2008JJ00",30442,23005,7437,30969,23019,8034,4.3,5,2.5,98.3,99.9,92.6,2982,2461,521,4497,2002,2495,-42,22,64,7437
644,"332910","2009JJ00",29249,22767,6482,29610,22882,6739,-4.4,-0.6,-16.1,98.8,99.5,96.2,2822,2351,471,3736,2019,1717,-76,23,99,6482
645,"332910","2010JJ00",29803,23349,6454,29803,23349,6454,0.7,2,-4.2,100,100,100,2827,2351,476,3696,1986,1710,-69,20,89,6454
646,"332910","2011JJ00",33390,27024,6366,33673,26655,7018,13,14.2,8.7,99.2,101.4,90.7,2954,2456,498,3477,1934,1543,-65,22,87,6366
647,"332910","2012JJ00",33437,27336,6101,33812,26707,7112,0.4,0.2,1.3,98.9,102.4,85.8,3007,2467,540,3143,1887,1256,-49,16,65,6101
648,"332910","2013JJ00",33662,27661,6001,34321,26921,7443,1.5,0.8,4.7,98.1,102.7,80.6,3080,2561,519,2964,1851,1113,-43,21,64,6001
649,"332910","2014JJ00",34386,28471,5915,35360,27663,7761,3,2.8,4.3,97.2,102.9,76.2,3656,2636,1020,2293,1841,452,-34,32,66,5915
650,"332910","2015JJ00",36313,30137,6176,36895,28800,8185,4.3,4.1,5.5,98.4,104.6,75.5,3323,2639,684,2897,NA,NA,-44,26,70,6176
651,"332900","1995JJ00",7413,4273,3140,7328,5407,1540,NA,NA,NA,101.2,79,203.9,1388,1227,161,1758,672,1086,-6,5,11,3140
652,"332900","1996JJ00",8407,5070,3337,8338,6280,1702,13.8,16.1,10.5,100.8,80.7,196,1430,1245,185,1916,701,1215,-9,8,17,3337
653,"332900","1997JJ00",10994,7400,3594,10793,8951,1865,29.5,42.5,9.6,101.9,82.7,192.7,1443,1296,147,2161,736,1425,-10,8,18,3594
654,"332900","1998JJ00",13231,9165,4066,13064,10829,2260,21,21,21.2,101.3,84.6,179.9,1401,1182,219,2682,780,1902,-17,6,23,4066
655,"332900","1999JJ00",15828,11212,4616,15768,12958,2781,20.7,19.7,23,100.4,86.5,166,1471,1224,247,3152,832,2320,-7,13,20,4616
656,"332900","2000JJ00",18513,13309,5204,18153,14740,3295,15.1,13.8,18.5,102,90.3,158,1566,1290,276,3644,911,2733,-6,14,20,5204
657,"332900","2001JJ00",19039,14285,4754,18552,15259,3255,2.2,3.5,-1.2,102.6,93.6,146.1,1591,1336,255,3170,1001,2169,-7,17,24,4754
658,"332900","2002JJ00",18230,14468,3762,17951,15126,2919,-3.2,-0.9,-10.3,101.6,95.7,128.9,1624,1360,264,2151,1075,1076,-13,16,29,3762
659,"332900","2003JJ00",18888,15615,3273,18754,15911,2968,4.5,5.2,1.7,100.7,98.1,110.3,1550,1292,258,1731,1110,621,-8,17,25,3273
660,"332900","2004JJ00",20780,17269,3511,20644,17469,3308,10.1,9.8,11.5,100.7,98.9,106.1,1570,1313,257,1953,1127,826,-12,16,28,3511
661,"332900","2005JJ00",23093,18209,4884,22865,18381,4564,10.8,5.2,38,101,99.1,107,1520,1283,237,3376,1141,2235,-12,16,28,4884
662,"332900","2006JJ00",23876,18682,5194,23765,18914,4920,3.9,2.9,7.8,100.5,98.8,105.6,1550,1304,246,3659,1164,2495,-15,15,30,5194
663,"332900","2007JJ00",23811,18420,5391,23559,18537,5077,-0.9,-2,3.2,101.1,99.4,106.2,1575,1321,254,3835,1180,2655,-19,15,34,5391
664,"332900","2008JJ00",24439,19764,4675,24848,19696,5220,5.5,6.2,2.8,98.4,100.3,89.6,1689,1408,281,3012,1203,1809,-26,16,42,4675
665,"332900","2009JJ00",24177,19776,4401,24405,19833,4579,-1.8,0.7,-12.3,99.1,99.7,96.1,1676,1397,279,2772,1201,1571,-47,15,62,4401
666,"332900","2010JJ00",24871,20418,4453,24871,20418,4453,1.9,2.9,-2.7,100,100,100,1760,1464,296,2742,1164,1578,-49,13,62,4453
667,"332900","2011JJ00",27719,23632,4087,28204,23401,4803,13.4,14.6,7.9,98.3,101,85.1,1804,1503,301,2330,1121,1209,-47,15,62,4087
668,"332900","2012JJ00",27909,24010,3899,28551,23535,5045,1.2,0.6,5,97.8,102,77.3,1819,1491,328,2115,1086,1029,-35,11,46,3899
669,"332900","2013JJ00",28247,24401,3846,29194,23783,5532,2.3,1.1,9.6,96.8,102.6,69.5,1911,1592,319,1968,1058,910,-33,14,47,3846
670,"332900","2014JJ00",29154,25308,3846,30389,24607,5977,4.1,3.5,8.1,95.9,102.8,64.3,2198,1647,551,1673,1052,621,-25,26,51,3846
671,"332900","2015JJ00",30711,26805,3906,31714,25611,6349,4.4,4.1,6.2,96.8,104.7,61.5,2057,1654,403,1883,NA,NA,-34,20,54,3906
672,"334800","1995JJ00",5576,2749,2827,6614,3361,3222,NA,NA,NA,84.3,81.8,87.7,934,845,89,1898,571,1327,-5,3,8,2827
673,"334800","1996JJ00",5736,2930,2806,6792,3544,3222,2.7,5.5,0,84.5,82.7,87.1,969,887,82,1846,590,1256,-9,2,11,2806
674,"334800","1997JJ00",6464,3625,2839,7558,4317,3231,11.3,21.8,0.3,85.5,84,87.9,1015,930,85,1831,615,1216,-7,4,11,2839
675,"334800","1998JJ00",6391,3479,2912,7433,4148,3271,-1.7,-3.9,1.2,86,83.9,89,1037,906,131,1885,644,1241,-10,6,16,2912
676,"334800","1999JJ00",6638,3644,2994,7696,4342,3342,3.5,4.7,2.2,86.3,83.9,89.6,1049,927,122,1954,666,1288,-9,6,15,2994
677,"334800","2000JJ00",7024,3860,3164,8026,4419,3589,4.3,1.8,7.4,87.5,87.4,88.2,1081,973,108,2094,697,1397,-11,5,16,3164
678,"334800","2001JJ00",6546,3606,2940,7287,4065,3205,-9.2,-8,-10.7,89.8,88.7,91.7,1107,1025,82,1847,724,1123,-14,3,17,2940
679,"334800","2002JJ00",5783,3355,2428,6486,3755,2721,-11,-7.6,-15.1,89.2,89.3,89.2,1237,1035,202,1206,744,462,-15,4,19,2428
680,"334800","2003JJ00",5724,3278,2446,6458,3689,2759,-0.4,-1.8,1.4,88.6,88.9,88.6,1198,980,218,1260,744,516,-12,5,17,2446
681,"334800","2004JJ00",5635,3299,2336,6307,3623,2675,-2.3,-1.8,-3.1,89.3,91.1,87.3,1180,957,223,1170,741,429,-14,5,19,2336
682,"334800","2005JJ00",5342,3284,2058,5919,3535,2369,-6.2,-2.4,-11.4,90.3,92.9,86.9,1142,935,207,928,743,185,-12,5,17,2058
683,"334800","2006JJ00",5708,3358,2350,6052,3520,2523,2.2,-0.4,6.5,94.3,95.4,93.1,1173,962,211,1190,759,431,-13,5,18,2350
684,"334800","2007JJ00",5923,3304,2619,6143,3396,2742,1.5,-3.5,8.7,96.4,97.3,95.5,1234,1008,226,1399,777,622,-14,5,19,2619
685,"334800","2008JJ00",6003,3241,2762,6129,3334,2791,-0.2,-1.8,1.8,97.9,97.2,98.9,1293,1053,240,1485,799,686,-16,6,22,2762
686,"334800","2009JJ00",5072,2991,2081,5210,3051,2160,-15,-8.5,-22.6,97.3,98,96.4,1146,954,192,964,818,146,-29,8,37,2081
687,"334800","2010JJ00",4932,2931,2001,4932,2931,2001,-5.3,-3.9,-7.4,100,100,100,1067,887,180,954,822,132,-20,7,27,2001
688,"334800","2011JJ00",5671,3392,2279,5469,3254,2215,10.9,11,10.7,103.7,104.2,102.9,1150,953,197,1147,813,334,-18,7,25,2279
689,"334800","2012JJ00",5528,3326,2202,5273,3175,2097,-3.6,-2.4,-5.3,104.8,104.7,105,1188,976,212,1028,801,227,-14,5,19,2202
690,"334800","2013JJ00",5415,3260,2155,5153,3143,2010,-2.3,-1,-4.2,105.1,103.7,107.2,1169,969,200,996,793,203,-10,7,17,2155
691,"334800","2014JJ00",5232,3163,2069,5023,3062,1960,-2.5,-2.6,-2.5,104.2,103.3,105.5,1458,989,469,620,789,-169,-9,6,15,2069
692,"334800","2015JJ00",5602,3332,2270,5236,3195,2040,4.2,4.4,4.1,107,104.3,111.3,1266,985,281,1014,NA,NA,-10,6,16,2270
693,"336500","1995JJ00",9046,5833,3213,10941,7094,3890,NA,NA,NA,82.7,82.2,82.6,2548,2157,391,680,581,99,-15,6,21,3213
694,"336500","1996JJ00",10163,6634,3529,12209,7976,4281,11.6,12.4,10.1,83.2,83.2,82.4,2655,2233,422,896,601,295,-22,5,27,3529
695,"336500","1997JJ00",11332,7513,3819,13469,8930,4590,10.3,12,7.2,84.1,84.1,83.2,2733,2333,400,1111,626,485,-25,6,31,3819
696,"336500","1998JJ00",11933,8129,3804,13979,9541,4488,3.8,6.8,-2.2,85.4,85.2,84.8,2955,2348,607,900,668,232,-51,9,60,3804
697,"336500","1999JJ00",12391,8474,3917,14364,9893,4522,2.8,3.7,0.8,86.3,85.7,86.6,3123,2463,660,833,718,115,-39,15,54,3917
698,"336500","2000JJ00",14392,9614,4778,16491,10922,5624,14.8,10.4,24.4,87.3,88,85,3306,2572,734,1499,783,716,-27,18,45,4778
699,"336500","2001JJ00",14866,10111,4755,16744,11369,5420,1.5,4.1,-3.6,88.8,88.9,87.7,3418,2721,697,1366,855,511,-29,23,52,4755
700,"336500","2002JJ00",14679,9894,4785,16368,11179,5232,-2.2,-1.7,-3.5,89.7,88.5,91.5,3353,2661,692,1479,914,565,-47,23,70,4785
